-297,-81,162,-22
-74,162,151,-28
126,205,-66,-101
-301,-147,66,109
-31,-246,-114,184
-281,286,-11,61
176,245,-90,-134
186,100,8,-130
-229,-301,-135,152
-208,-212,-131,58
23,-171,-42,-144
-281,-138,132,-104
-46,-140,31,29
342,-46,94,-151
142,-304,3,133
-318,-336,101,-45
231,-179,-136,108
128,354,-133,-186
-319,240,-153,37
-91,-91,-145,-82
67,301,-53,173
282,59,185,131
205,70,-185,1
145,-163,-167,-39
-85,-160,-182,-86
199,-217,-158,120
28,203,-163,-81
-268,249,-43,-2
-330,183,-37,-119
-247,273,-119,150
333,-334,-103,-95
74,-193,-119,95
206,-41,45,18
-305,-184,127,4
-310,-25,104,74
134,-38,-194,194
-144,-243,-149,-115
-261,196,-50,-81
87,299,-152,106
99,196,192,-158
120,61,-113,134
-92,90,-144,-148
-314,-210,-78,182
244,7,-160,13
82,-172,-122,154
310,-68,-13,50
252,-137,138,-159
335,-75,-200,91
162,264,58,28
269,-93,-89,79
-317,65,190,-88
-50,-99,-36,57
-165,87,-161,45
87,197,13,33
-26,-164,-96,105
-256,-312,136,-131
-265,-12,67,161
-118,-42,-91,142
-151,-340,123,-182
-49,-171,-133,159
-144,248,-89,-174
201,-210,-194,90
330,-70,96,33
-179,277,-200,-5
-172,-222,-71,-173
-329,71,-99,100
270,266,-91,-83
-54,264,-196,-153
-198,55,153,-121
-100,344,24,171
-245,-329,108,-175
28,-350,17,-39
-92,-149,150,-68
324,-233,-66,103
142,-264,170,174
352,-14,180,168
91,164,110,178
293,-103,-69,93
73,-302,-159,-139
273,309,43,-36
-25,-265,-103,34
-232,-154,46,-196
-353,41,-46,-69
249,-351,-123,-9
109,81,-66,-41
247,92,67,165
-119,130,71,22
-352,241,-28,42
-192,-181,-130,102
-262,223,-174,166
83,189,120,-77
-289,64,-171,-89
34,48,-25,-11
186,181,165,23
317,26,-32,-40
-3,-252,140,-2
38,-32,-171,2
-45,-313,-79,22
-23,-340,132,-34
0,334,-20,185
177,337,-59,-106
312,197,46,139
-210,57,0,-26
90,203,105,27
-216,184,-31,107
215,-314,16,-11
-141,-308,-160,166
1,-34,51,-168
317,-198,34,8
19,288,114,16
-48,-314,-116,-180
-251,-16,-1,171
-288,-217,-132,-172
83,161,27,-167
-267,-205,-116,-198
-317,265,-27,195
-195,233,-19,69
70,-300,-159,133
93,-259,80,161
-292,347,62,137
215,30,-9,-130
154,216,-152,-126
-354,-184,-73,195
305,285,-121,-109
-299,337,147,17
-201,160,-129,160
17,-257,-85,186
167,-223,127,-5
-201,301,-166,-101
-71,-73,73,121
88,126,44,187
256,-47,50,197
-350,-32,55,98
228,-125,-170,-154
-137,316,-94,-117
131,-321,38,-82
-68,-285,109,116
-106,120,-163,43
76,-266,-64,-177
-115,-260,-170,120
185,-249,-177,-49
38,-345,171,-14
131,172,-10,15
-8,332,138,-50
59,-186,124,-106
-282,-348,-52,-60
290,-11,-71,62
-323,33,146,65
72,122,-168,172
282,67,-38,187
-16,318,-181,42
254,-214,183,33
114,-160,-185,-121
-187,-341,107,133
-14,-79,86,158
49,165,65,-158
106,-143,196,147
97,83,-155,26
100,312,121,-184
238,328,0,-86
291,65,-134,-22
265,237,-46,-3
-247,46,-71,-158
-334,99,-200,-190
-303,-141,22,-197
238,189,-175,39
-197,-104,-13,103
182,-275,54,-25
50,-14,-176,-115
-231,-201,-36,-5
-288,201,100,-152
-145,203,96,49
-257,197,-156,110
-196,129,-22,79
