-215,-166,138,-100
-271,336,177,153
-116,-22,-26,-146
274,329,19,195
-83,-95,13,145
-106,-337,199,-117
-1,-174,81,1
-262,87,196,-25
201,-33,151,186
-38,174,-184,6
-335,-63,135,20
168,-26,-161,-28
197,157,119,54
-36,16,-151,-84
-52,-334,85,-63
132,331,-9,-151
214,13,56,80
95,293,106,-139
286,-287,-197,-50
-274,150,35,112
-247,347,160,159
341,-227,-178,-30
-81,-16,31,-109
-263,154,27,123
324,142,-51,61
177,59,-140,186
-314,15,5,-34
0,-289,-40,-145
50,-227,-119,-12
276,170,87,-115
92,252,52,185
82,316,102,114
188,57,4,29
220,-75,79,148
111,102,174,-188
83,-267,67,132
-174,104,78,-190
-128,117,-178,-190
-124,-247,82,-118
85,324,166,79
310,-66,-62,1
110,-343,-33,-151
-162,214,-94,30
177,-163,62,189
81,-294,-119,98
-119,-151,25,159
65,108,142,192
225,-88,-15,92
134,-307,-84,108
207,91,-44,-59
-239,-243,127,-101
293,-59,-117,79
-153,-210,-119,-109
5,-150,108,173
230,311,46,-42
229,34,-9,-155
55,114,-53,-112
-85,233,118,-35
-350,98,147,-91
213,111,-183,35
-166,-331,-130,-100
-327,-78,14,96
-112,-323,160,119
-315,32,-178,-192
154,238,-187,0
-70,-288,-188,183
285,181,-128,-6
190,-272,-113,27
174,264,-155,-24
16,319,-11,72
-291,50,-89,-74
244,-196,94,121
-250,98,187,-15
-293,-122,112,-69
-26,-169,97,-64
-78,4,-53,19
120,125,-92,-89
272,-88,82,-13
193,220,66,-163
141,-65,-6,83
-132,-115,-178,-45
79,7,122,150
335,-180,-179,170
256,332,138,-57
-240,-90,158,-32
321,-89,38,85
-75,-194,-88,-140
142,-279,34,-77
-133,151,-106,-64
-304,-10,-172,-178
-167,158,-55,-65
-54,51,-60,-197
-117,328,112,-41
278,-207,177,105
-82,-26,93,-20
-20,198,128,-159
74,-104,28,-111
178,97,134,-162
-126,-83,61,69
308,6,93,-50
-258,-196,-21,167
-343,103,-45,174
253,22,-182,-47
-280,-287,-56,-68
110,31,149,-144
-191,-110,-93,119
-41,302,78,83
51,-230,-104,33
277,-207,173,178
-138,276,-115,-65
293,-17,-39,-50
130,87,11,-41
-244,-55,-82,75
-112,19,32,-138
279,-216,-74,-148
272,-166,127,198
-251,342,193,-8
59,-123,-103,-137
-312,3,-118,139
86,-8,-66,68
-56,67,-179,-83
87,-64,46,-58
-59,-185,57,-200
-272,254,71,62
21,-277,187,129
-270,0,-145,55
-258,204,68,36
309,-17,118,-26
38,-70,147,-100
-186,-336,-174,128
-216,-180,-128,95
-3,330,101,195
164,-209,24,-85
-50,122,120,-111
-190,332,-168,-105
-83,199,-50,88
109,-37,-176,157
54,22,53,40
-4,-28,91,-87
238,35,-143,-129
-260,253,-167,-179
-42,195,149,-28
-29,171,-82,-115
-341,-64,-191,125
-158,127,-2,-42
-156,-15,52,19
-140,297,43,-148
6,-172,-180,21
-161,238,175,160
152,90,-14,-77
-119,-274,-105,-151
-9,157,64,124
92,-244,105,95
273,175,-142,-30
-176,-278,177,-100
268,263,55,136
36,294,-3,-136
129,-124,163,58
-211,-214,3,95
-60,284,75,95
333,130,-125,149
-315,255,124,-180
107,-305,57,-196
236,-150,-169,-158
219,227,-109,84
216,-200,-182,69
-7,-246,93,70
13,-252,82,-167
135,-163,-68,-46
228,318,-97,160
8,246,18,152
-299,14,-147,-73
-333,-175,161,-106
-209,65,39,-90
-206,100,143,178
35,75,-125,-166
52,-173,-86,171
-139,18,-27,154
334,-330,104,67
323,191,-46,74
-125,239,119,-118
241,-231,135,110
-25,-263,-166,10
-149,-165,-133,-179
-355,-151,-3,-33
-337,-3,-70,-36
309,-210,-132,-32
-316,317,-43,43
40,-132,-165,193
-346,-331,-116,48
20,-353,-161,-43
-89,295,-116,40
297,-181,-54,-10
311,207,184,-93
-269,-80,76,179
252,352,-114,-129
207,-42,-176,-85
-199,131,-50,-150
-206,-333,-2,80
-214,-102,126,-27
-205,-61,24,-190
-259,221,-80,-83
318,-143,-23,107
-190,-117,-49,100
223,326,125,-177
-145,291,-105,111
-297,61,135,-188
245,-139,-21,-132
-265,270,-52,31
-317,-72,82,-104
285,-317,32,-1
154,256,6,-111
-102,164,129,14
233,284,124,15
145,108,-36,-53
155,309,122,124
303,-248,54,-90
-88,-86,-39,162
84,-145,161,-98
82,-18,-44,-158
87,-190,-100,5
-228,64,-52,46
155,-101,-114,73
-104,27,196,156
202,95,-56,-133
133,-93,37,106
-98,-295,58,70
-69,-171,-119,190
295,-51,150,-189
64,153,-8,-197
-282,106,37,88
-233,312,-84,-126
-274,217,172,-157
117,-258,-126,183
108,-215,-68,15
283,86,-86,-4
19,171,-11,151
205,-150,162,-67
199,-188,28,4
-150,19,-90,107
-181,142,-99,178
270,-312,-122,90
-123,-129,151,-133
118,210,70,-4
94,294,188,120
